"rank_mu","rank_nu","mu_mean","nu_mean","mu_sim","nu_sim","ess_mean","rhat_max","time_sec","ess_per_sec"
67,92,77.98172015,0.00308735037,58.698113991058,0.00284080427622221,40.6727290735571,1.0445282085763,1051.6733481884,0.0386742985772335
38,60,7.04653126663158,0.00535505034,0.168933009660358,0.00312618656565428,11.7452470497031,1.11883325930785,466.698640584946,0.0251666622276464
6,2,0.1622700949083,0.01230364625,9.50646692661348e-09,0.00327890405382509,24.9178247457342,1.04949386845608,118.01895570755,0.211134089404081
40,45,4.8634629651834,0.008791505365,0.0515854229094533,0.00370494094359821,9.30618537708076,1.14688480903397,263.912642240524,0.03526237052562
120,120,2.68010903248088,0.00376656686,1.49630450895659,0.00396440909433618,9.44553715828809,1.05900985737138,430.644939184189,0.021933468383912
37,32,116.916128,0.00654357715,91.3538541376186,0.00460162868768426,32.460603766517,1.06527301754497,488.22220993042,0.0664873557701178
108,102,7.288248865245,0.0074713813,6.76524570106231,0.00715766999419382,22.3852920402671,1.00057940098588,290.170627117157,0.0771452722925985
0,0,7.75891132,0.031359819,0.173356583162468,0.00728978056862882,29.1253058695292,1.05309356765221,96.6284527778625,0.301415421982228
116,140,0.201109241835419,0.00608051925,0.053153372447933,0.00749879063895346,26.5582458168951,1.00225225037358,191.787268400192,0.138477627000127
162,165,0.0893333775013055,0.0051763561,0.0883696862014649,0.00831345904214136,17.4202812848593,1.07279778045808,184.197622776031,0.094573865950707
74,74,0.749221637057242,0.01347670485,0.0173805558236265,0.00839609108174716,29.3488884845235,1.06860063102866,138.387996673584,0.212076836069452
170,101,46.6414243,0.00936859705,61.1793944845898,0.00929155061500568,44.8695298696012,1.04764590357969,293.710103988647,0.15276808410832
162,146,0.450042026793695,0.00768165675,0.594128636444817,0.00933494761383013,20.7751921732545,1.08743664382989,193.102642536163,0.107586265523859
10,18,0.589986537192514,0.03669838645,5.16935245928431e-06,0.00988977447088422,17.9607173841964,1.00840640316631,77.3059854507446,0.232332817174164
149,140,0.0779581342728104,0.010144541,0.0419438984433839,0.0122019864400642,11.867753038333,1.18418719183059,112.802805423737,0.10520795997717
15,14,0.478814267054627,0.05671200535,2.12796630377593e-05,0.0134099554021216,11.2171056675404,1.09070014433323,58.6957874298096,0.191105804329726
82,73,0.180384722607148,0.0170916083,0.0154187376468002,0.0135074163112778,28.4400999164926,1.03678896037794,100.239931583405,0.283720264641532
105,106,1.10383074646212,0.01531382635,0.490772919027414,0.0150531768079464,17.2264537835825,1.01344348735532,135.698054552078,0.126946947326878
9,14,0.527549180942,0.043431977,0.000540716749397844,0.0150676624989572,22.5838881151002,1.05631773186362,69.0116975307465,0.32724724826597
75,141,66.655151,0.0133433777,64.7634312481323,0.0151143984827302,56.5012097825182,1.04881103442209,214.395946264267,0.263536744826668
24,30,2.99274431674617,0.0336025073,0.235820967705803,0.0159851666063534,19.6136650494103,1.09198710991798,91.3570771217346,0.214692344231579
47,31,1.109630809617,0.04383427905,0.086330767812893,0.0181881153348202,26.8327186916057,1.01781275247101,76.6874675750732,0.349897050197124
145,175,13.8792750226,0.0132382617,18.7879491303209,0.0192162476260562,12.7578460559299,1.10689940454605,229.314795732498,0.0556346397761975
16,16,8.90893025,0.035403654,3.29080991252516,0.0202741115211721,16.1074488056163,1.07398135960513,95.6947548389435,0.168321125151796
11,11,5.226243105,0.0590260795,0.587691627516578,0.020486853015325,24.3817254098906,1.11662293915012,59.2928965091705,0.41120820275865
103,92,0.113106382922687,0.0318241798,0.00187445166467273,0.02054361287291,4.54248886184024,1.17291716911966,53.826639175415,0.0843910920582794
136,123,0.628470020050608,0.0218684181,0.407333622758474,0.022719869939785,14.6023450879157,1.0492819003712,99.4114623069763,0.146887941783057
96,90,0.324093542218914,0.02840054545,0.068348501286344,0.0238683687599716,17.1640721632131,1.01562978596646,75.3001670837402,0.227942019625602
0,0,0.092201939192755,0.1231630515,5.98573751274127e-10,0.0246292170731143,34.779168247183,1.04660405276963,39.468433380127,0.88118947900007
8,15,103.076594,0.032828284,91.8043298517484,0.0253596690621575,74.8459880107019,1.02532119290601,128.875977277756,0.580759809482511
9,9,20.04612605,0.0542166055,10.6354900655097,0.0263806791501092,41.2908176400079,1.00766841217196,63.2902631759644,0.652403949170001
96,81,8.6468093135,0.03001824135,8.74561904399843,0.0268813752071631,14.3546299490125,1.08301064446261,103.551136255264,0.13862358703266
165,123,9.208095835,0.0245470535,14.1240474929031,0.0269559531491444,7.10091999532521,1.1252897322897,109.951278686523,0.0645824230527622
154,153,0.0331305490666333,0.0191003957,0.0588215593291564,0.0271754304268466,19.8998545508764,1.04506847265172,69.2300682067871,0.287445254155123
49,41,0.303040601738755,0.0570970075,0.0202243330572593,0.0314076725628264,9.7415974505477,1.10553335356482,56.8404259681702,0.17138501840227
5,5,0.0327108757641586,0.1025742,6.16884244555397e-08,0.0329157952444371,23.8495247360669,1.03778506564072,37.750307559967,0.6317703424848
99,106,0.255160251715559,0.03274977445,0.115412373288938,0.033377079399051,32.1550937310566,1.02934588034468,73.420839548111,0.4379559526827
79,100,33.5022205,0.034798891,32.2784120757597,0.0339409258028651,62.2190434247159,1.00185363247614,89.2470648288727,0.697155066600993
197,191,1.8690596183332,0.0150540752,8.95011431405116,0.0340728255110726,22.8334266716617,1.05639862308544,154.483301877975,0.147805143948163
6,19,1.1722349204,0.088138396,0.0265259628366296,0.0343070007381097,15.402783210267,1.11678468872902,52.8231959342957,0.291591277995104
14,17,1.19875977324,0.116134667,0.0168496719485217,0.0348652264353776,34.5834666489678,1.00624586677658,45.9107828140259,0.753275473194555
36,52,7.86149568,0.0451053595,4.93390876118532,0.0352135097403149,50.8359933562956,1.00220242082153,71.273247718811,0.713254902552709
6,6,0.015815429726831,0.1690527835,3.41810607922261e-12,0.0353894300160184,16.4130572657395,1.0242685375845,33.3396956920624,0.492297752725054
149,156,0.078108434328947,0.02388254495,0.0926808528468251,0.0360917934366801,2.66254055964252,1.34365756759979,67.7885308265686,0.0392771539252622
70,76,1.21551017755364,0.05135899585,0.277650436513503,0.0374140582141435,25.9130968658026,1.0205281964425,64.8567640781403,0.399543474518435
116,122,0.141149267218793,0.03586862215,0.0603089115145757,0.0381979785302518,58.8708198042216,1.02120401850661,64.1155407428741,0.918198912808274
200,200,0.255207292286664,0.0148298431,1.49943826600878,0.0382580227957609,7.30881779058704,1.04289172298287,103.605051994324,0.07054499418607
64,87,0.16519576233105,0.060680543,0.00373921375449586,0.0388435557374586,23.3178431351264,1.0454107152372,48.7790648937225,0.478029728243667
100,134,5.480066628,0.03366282155,5.76816472889237,0.0392838236186078,52.6698192456988,1.03370975289547,92.6751010417938,0.568327616086938
18,16,0.0240150580970039,0.1280576725,3.06956716664368e-09,0.040219279920297,11.9573440459611,1.08443303846583,31.5521612167358,0.378970681717318
133,79,195.10551,0.0428534735,197.727327278266,0.041138121978053,103.615642548973,1.0095487271479,155.847914934158,0.664851002932881
42,114,43.323741,0.0406231555,39.1451259305598,0.0424946633966234,65.3049036269756,1.01314900430779,87.2432241439819,0.748538402468937
34,34,0.42452044636838,0.1170480985,0.00390065835378241,0.0426038496838577,19.7430139078071,1.04743419641057,43.2234678268433,0.456766078716758
0,0,0.69030000375,0.305611601,3.75449554041168e-05,0.0433661461406023,14.1281306088987,1.0343166542224,30.9111425876617,0.457056240118991
45,31,0.0970888219904905,0.083318604,0.00174545168438007,0.0434255947728814,26.0052292234416,1.02101276815106,42.844794511795,0.606963565113668
10,11,0.17409903121557,0.166151569,1.53975618737675e-05,0.0443328640447043,15.0885524040535,1.01629484595358,36.9517228603363,0.408331499483328
6,5,0.182005941330825,0.1989824585,1.1439623513111e-05,0.0461937410315924,45.8202978433143,0.996872484885893,34.4330053329468,1.33070864422838
82,90,108.577189,0.0491772025,107.406327457341,0.0485190855296549,96.4286097791819,1.03100191632428,104.207613706589,0.925350906227353
170,178,82.4748115,0.041440877,87.7907571396686,0.0486900918944723,132.125041500762,1.02791060915229,103.20470905304,1.28022299285645
151,85,2.22431505727316,0.05570645925,3.44031162992447,0.0496067005871201,46.6234665380095,1.0091505148492,64.4436504840851,0.723476497494871
71,65,42.278064,0.0565344275,41.0814767185917,0.0496302841445908,97.2602641979925,1.00514639378321,69.1323955059052,1.4068695795401
121,134,12.73596315,0.0443079395,14.0496137968417,0.0507324468445215,51.7754820564513,0.999030757927954,68.3542153835297,0.757458508827049
81,62,7.247109425,0.060607502,6.74360433834456,0.0509232502500812,38.5921790032244,1.07562540192309,55.148547410965,0.699785956566305
118,104,0.7906970390085,0.05479876,0.690585583527395,0.0540844870088378,5.78215009461298,1.19560669195875,59.2936563491821,0.0975171789130649
72,70,12.85587905,0.059371797,12.0726347413947,0.0541018785443982,51.1548768797315,0.999618585058619,54.5649092197418,0.937505030453226
176,155,0.56808473585905,0.03700537405,1.80443292511179,0.0550502132726576,25.913007179578,1.01086989757267,78.5242903232574,0.329999890134671
29,28,0.160507214648048,0.150373756,0.000180519870159331,0.0557907081054931,8.50637847688806,1.11231803436001,36.8361570835114,0.230924698730197
24,25,4.93512972,0.085542781,2.98247662388888,0.0562396826542677,17.1404183046212,1.06957915910044,44.6420793533325,0.383952059422646
1,2,0.158333258145431,0.5650671265,3.04512967166892e-11,0.0595578858022438,25.3632308404635,1.10054433587329,33.1563725471497,0.764957952031573
37,92,289.47506,0.061643986,282.69644004782,0.0596738945227217,139.049801701581,1.01684130029647,183.46589589119,0.757905446274597
146,117,2.353740768958,0.05902991425,3.43522173190313,0.059808891098211,41.0075989556183,1.00175973027337,60.7320697307587,0.675221495618638
16,13,0.0262857405235091,0.170901033,5.20542831834609e-06,0.0620143877020281,16.1262109569045,1.11806150652138,33.5258989334106,0.481007563404472
1,2,0.0313071159312326,0.2279232635,1.37887544175598e-08,0.0628505029366823,12.561094199041,1.12022191074491,31.1986408233643,0.402616712380436
